748;99776;BIWAR DARAT;85
749;99776;BIWAR LAUT;84
750;99776;CEWEWYAMEW;83
751;99776;COMORO;86
752;99776;DAMEN;85
753;99776;DESEP;84
754;99776;FOS;85
755;99776;KAIMO;85
756;99776;KAWET;86
757;99776;MAUSI;86
758;99776;OMANESEP;84
759;99776;PIRPIS;84
760;99776;SAGARE;86
761;99776;SAGONI / SOGONI;83
762;99776;SAKOR;85
763;99776;WAGANU;85
764;99776;WAGI;86
765;99776;WARKAL (WARKAI);84
766;99776;YAISU (YASIU);83
767;99776;YAOSAKOR;85
768;99776;YAUW (YOU);84
769;99776;YEFIWANGI (YEFUWAGI);86
770;99777;AKAMAR;7
771;99777;ASUWETSY;87
772;99777;BIRAK;7
773;99777;BIS AGATS;87
774;99777;BISMAN;87
775;99777;BOU;87
776;99777;BRITEN (BIRITEN/BERITEN);87
777;99777;KAYE;87
778;99777;MBAIT;87
779;99777;PER;87
780;99777;SAW;87
781;99777;SUWRU;87
782;99777;UWUS;87
783;99777;YAMOTH (YOMOTH);87
784;99777;YAUN;5
785;99777;YUFRI (SMITH);5
786;99778;ABAMU;3
787;99778;AGANI;4
788;99778;AJIN;1
789;99778;AMOR;3
790;99778;AOEP;2
791;99778;AOU;2
792;99778;AS;2
793;99578;SALBI;88
794;99578;SELA;89
795;99578;SELE;90
796;99578;SENAYOM;91
797;99578;SERAHAK;92
798;99578;SESEPNE;91
799;99578;SIA;93
800;99578;SILAK PAHABOL;90
801;99578;SILAKMA;94
802;99578;SIMBUK;90
803;99578;SINGOKLA;88
804;99578;SOAMRIN;94
805;99578;SOBAHAM;90
806;99578;SOHAL;95
807;99578;SOHOBMA;95
808;99578;SOHONDIPMU;96
809;99578;SOHONGGIK;93
810;99578;SOHWAL;97
811;99578;SOLINE;88
812;99578;SOMBAT;98
813;99578;SOMSEK;99
814;99578;SOSI;93
815;99578;SUBAYO;95
816;99578;SUBUNDALEK;100
817;99578;SUKSALE;100
818;99578;SULDA;89
819;99578;SUNTAMON;101
820;99578;TANGGEAM;100
821;99578;TAPASIK;101
822;99578;USABINI;94
823;99578;WAEREK;97
824;99578;WAHAIK;97
825;99578;WANIM;92
826;99578;WASUMURJI;102
827;99578;WEAWEN (WEANEM);88
828;99578;WEBILE;92
829;99578;WEMIN;99
830;99578;WENI;93
831;99578;YABI (JABI);90
832;99578;YALIDAMON;91
833;99578;YALISOMON;90
834;99578;YALMABI;98
835;99578;YAMDUA;99
836;99578;YAMIN;96
837;99578;YARUHUK;96
838;99578;YOLAR;102
839;99578;YUP;101
840;99582;AKSAL;103
841;99582;BAKO;104
842;99582;BALSEK;104
843;99582;BARI;105
844;99582;BARU;104
845;99582;BINELUK;106
846;99582;BISIFAK;107
847;99582;BIU;108
848;99582;BOLDA;109
849;99582;CENDERAWASIH;109
850;99582;DELON;110
851;99582;DENGAT;111
852;99582;DIGITME;111
853;99582;DIRWEMNA;103
854;99582;DOLSEN;103
855;99582;DURAM;111
856;99582;EMM;109
857;99582;ENDOMEN;110
858;99582;FAMEK;104
859;99582;FURULUK;107
860;99582;GALSIN;110
861;99582;GIDOMEN;110
862;99582;GOAK;111
863;99582;HEIN;109
864;99582;HELAPILIK;112
865;99582;HEREAPINI (HERIAPINI);113
866;99582;HEREKI (HEREKY);114
867;99582;HIKLAHIN;112
868;99582;HOET;113
869;99582;HOHE;115
870;99582;HOMBOKI;113
871;99582;HOMBUKA;116
872;99582;HOMTONGO;106
873;99582;HONGGOLUK;117
874;99582;HONTULUN;117
875;99582;HUHULPUNU;112
876;99582;IKMU;108
877;99582;ILLION;116
878;99582;ILUKDAMON;108
879;99582;ILWAP;115
880;99582;IMSEKLA;109
881;99582;KABUKAL;113
882;99582;KASEN;104
883;99582;KELENG;107
884;99582;KEMUMANGGEN;106
885;99582;KIBIANGGEN;107
886;99582;KIKILA;105
887;99582;KILTAM;115
888;99582;KINKUN;113
889;99582;KOLU;106
890;99582;KOLUANG;107
891;99582;KONA (KONDA);118
892;99582;KONOSA;116
893;99582;KOSAREK;116
894;99582;KOUWET;110
895;99582;KUNI;106
896;99582;LELAMBO;115
897;99582;LELAMBO;105
898;99582;LELAMBO DUA (II);105
899;99582;LETFET;114
900;99582;LETIN;115
901;99582;LIRUTEK;112
902;99582;LULUM;105
903;99582;LUWEMNA;109
904;99582;MABIEN;107
905;99582;MANBOLAK;104
906;99582;MANGGONA;109
907;99582;MANIEK;107
908;99582;MASAHAN;106
909;99582;MEMBAHAM (MIMBAHAM);114
910;99582;MENETSING;113
911;99582;MINE;116
912;99582;MUHUMU;113
913;99582;NAHOMAS;116
914;99582;NALCA;109
915;99582;NELISA;113
916;99582;NINIWI;111
917;99582;NIPSAN;108
918;99582;NURAP;107
919;99582;OBLIN;107
920;99582;OHENA;113
921;99582;OKLAHAMA;110
922;99582;PALEROMAN;105
923;99582;PALIPTEK;115
924;99582;PALUKAE;105
925;99582;PANGGEMA;106
926;99582;PELENTUM (PALENTUM);113
927;99582;PILIAM;112
928;99582;PILONG;115
929;99582;PINI;107
930;99582;PONTEMPILIK (PONTENPELEK);112
931;99582;POTENIKMA (PONTENIKMA);106
932;99582;PRONGGOLI;112
933;99582;PUE;113
934;99582;PULDAMA;104
935;99582;SALAKMA;114
936;99582;SALENGKOMO;103
937;99582;SAMIYUL;114
